left_eye_left_side_white,left_eye_right_side_white,right_eye_left_side_white,right_eye_right_side_white,left_ratio,right_ratio,eye_ratio
5,116,37,79,0.04,0.04,0.04
4,114,36,92,0.04,0.04,0.04
7,109,38,88,0.06,0.06,0.06
8,106,35,81,0.08,0.08,0.08
7,107,34,79,0.07,0.07,0.07
6,106,36,89,0.06,0.06,0.06
6,113,31,93,0.05,0.05,0.05
6,117,41,118,0.05,0.05,0.05
3,109,35,109,0.03,0.03,0.03
8,106,37,99,0.08,0.08,0.08
10,118,44,72,0.08,0.08,0.08
7,115,46,103,0.06,0.06,0.06
8,107,45,107,0.07,0.07,0.07
5,102,41,116,0.05,0.05,0.05
6,120,47,102,0.05,0.05,0.05
4,114,45,113,0.04,0.04,0.04
5,114,43,112,0.04,0.04,0.04
5,119,41,112,0.04,0.04,0.04
8,107,44,106,0.07,0.07,0.07
6,115,38,112,0.05,0.05,0.05
7,122,39,106,0.06,0.06,0.06
7,123,43,105,0.06,0.06,0.06
6,108,43,102,0.06,0.06,0.06
6,119,42,104,0.05,0.05,0.05
5,129,34,111,0.04,0.04,0.04
5,120,35,120,0.04,0.04,0.04
5,132,28,128,0.04,0.04,0.04
5,125,33,128,0.04,0.04,0.04
6,124,32,135,0.05,0.05,0.05
6,128,33,120,0.05,0.05,0.05
5,128,28,129,0.04,0.04,0.04
5,109,38,89,0.05,0.05,0.05
3,116,45,96,0.03,0.03,0.03
5,111,47,109,0.05,0.05,0.05
5,128,39,98,0.04,0.04,0.04
3,111,39,95,0.03,0.03,0.03
4,123,41,100,0.03,0.03,0.03
5,127,38,108,0.04,0.04,0.04
6,122,30,122,0.05,0.05,0.05
7,128,33,115,0.05,0.05,0.05
7,142,30,116,0.05,0.05,0.05
7,140,35,113,0.05,0.05,0.05
5,124,31,123,0.04,0.04,0.04
6,117,31,118,0.05,0.05,0.05
3,121,37,102,0.02,0.02,0.02
5,123,33,108,0.04,0.04,0.04
5,126,41,114,0.04,0.04,0.04
4,134,39,106,0.03,0.03,0.03
5,131,40,123,0.04,0.04,0.04
4,119,36,114,0.03,0.03,0.03
4,117,33,118,0.03,0.03,0.03
3,119,34,117,0.03,0.03,0.03
6,118,35,121,0.05,0.05,0.05
1,122,29,119,0.01,0.01,0.01
4,124,39,117,0.03,0.03,0.03
5,124,37,105,0.04,0.04,0.04
3,108,31,119,0.03,0.03,0.03
5,121,36,108,0.04,0.04,0.04
6,115,37,114,0.05,0.05,0.05
4,116,35,102,0.03,0.03,0.03
8,109,41,99,0.07,0.07,0.07
5,99,45,82,0.05,0.05,0.05
7,104,44,89,0.07,0.07,0.07
7,98,47,92,0.07,0.07,0.07
5,93,46,108,0.05,0.05,0.05
4,93,40,89,0.04,0.04,0.04
6,94,47,95,0.06,0.06,0.06
5,91,48,79,0.05,0.05,0.05
4,87,51,93,0.05,0.05,0.05
6,86,39,88,0.07,0.07,0.07
5,86,53,82,0.06,0.06,0.06
6,78,51,99,0.08,0.08,0.08
4,102,42,93,0.04,0.04,0.04
5,95,41,88,0.05,0.05,0.05
6,93,44,103,0.06,0.06,0.06
4,104,40,92,0.04,0.04,0.04
4,102,45,98,0.04,0.04,0.04
4,106,41,97,0.04,0.04,0.04
3,103,39,86,0.03,0.03,0.03
5,93,44,90,0.05,0.05,0.05
7,94,42,81,0.07,0.07,0.07
8,89,49,82,0.09,0.09,0.09
6,92,49,82,0.07,0.07,0.07
7,77,42,91,0.09,0.09,0.09
8,84,44,83,0.1,0.1,0.1
10,100,50,85,0.1,0.1,0.1
7,85,42,96,0.08,0.08,0.08
6,106,30,99,0.06,0.06,0.06
8,114,35,94,0.07,0.07,0.07
5,114,35,104,0.04,0.04,0.04
7,119,37,94,0.06,0.06,0.06
6,103,37,99,0.06,0.06,0.06
6,111,34,109,0.05,0.05,0.05
6,114,30,101,0.05,0.05,0.05
6,121,33,98,0.05,0.05,0.05
7,112,37,109,0.06,0.06,0.06
7,108,34,99,0.06,0.06,0.06
9,118,33,92,0.08,0.08,0.08
8,96,23,125,0.08,0.08,0.08
7,103,36,107,0.07,0.07,0.07
6,120,35,104,0.05,0.05,0.05
5,106,35,105,0.05,0.05,0.05
6,120,36,110,0.05,0.05,0.05
6,109,35,96,0.06,0.06,0.06
8,104,30,84,0.08,0.08,0.08
8,101,27,111,0.08,0.08,0.08
9,102,30,96,0.09,0.09,0.09
7,103,30,96,0.07,0.07,0.07
8,108,26,108,0.07,0.07,0.07
8,116,32,104,0.07,0.07,0.07
8,108,32,104,0.07,0.07,0.07
6,78,39,87,0.08,0.08,0.08
5,92,42,76,0.05,0.05,0.05
5,95,43,96,0.05,0.05,0.05
4,86,40,94,0.05,0.05,0.05
5,81,44,94,0.06,0.06,0.06
5,95,44,89,0.05,0.05,0.05
10,85,45,101,0.12,0.12,0.12
8,89,41,88,0.09,0.09,0.09
5,87,42,86,0.06,0.06,0.06
6,88,45,90,0.07,0.07,0.07
7,82,37,90,0.09,0.09,0.09
7,95,45,86,0.07,0.07,0.07
4,95,45,83,0.04,0.04,0.04
8,90,45,92,0.09,0.09,0.09
9,89,47,91,0.1,0.1,0.1
10,98,41,81,0.1,0.1,0.1
8,101,42,100,0.08,0.08,0.08
6,97,41,110,0.06,0.06,0.06
10,100,46,102,0.1,0.1,0.1
9,105,42,96,0.09,0.09,0.09
7,101,46,88,0.07,0.07,0.07
10,108,41,93,0.09,0.09,0.09
7,102,37,78,0.07,0.07,0.07
5,104,41,77,0.05,0.05,0.05
9,102,37,75,0.09,0.09,0.09
9,105,41,83,0.09,0.09,0.09
6,103,43,69,0.06,0.06,0.06
7,94,44,78,0.07,0.07,0.07
8,99,36,72,0.08,0.08,0.08
4,111,33,83,0.04,0.04,0.04
6,117,31,85,0.05,0.05,0.05
7,120,31,89,0.06,0.06,0.06
9,114,29,92,0.08,0.08,0.08
8,111,30,91,0.07,0.07,0.07
4,116,32,73,0.03,0.03,0.03
5,108,32,88,0.05,0.05,0.05
4,109,34,78,0.04,0.04,0.04
5,97,32,75,0.05,0.05,0.05
7,95,35,65,0.07,0.07,0.07
7,89,34,69,0.08,0.08,0.08
6,88,37,67,0.07,0.07,0.07
4,84,34,68,0.05,0.05,0.05
8,80,38,69,0.1,0.1,0.1
8,67,37,71,0.12,0.12,0.12
3,82,36,53,0.04,0.04,0.04
9,77,35,67,0.12,0.12,0.12
8,84,36,56,0.1,0.1,0.1
6,84,34,54,0.07,0.07,0.07
6,80,38,59,0.07,0.07,0.07
6,76,37,68,0.08,0.08,0.08
7,70,34,65,0.1,0.1,0.1
9,85,41,64,0.11,0.11,0.11
4,79,40,60,0.05,0.05,0.05
7,79,40,66,0.09,0.09,0.09
9,77,39,62,0.12,0.12,0.12
4,79,34,64,0.05,0.05,0.05
5,90,32,74,0.06,0.06,0.06
8,93,34,66,0.09,0.09,0.09
7,94,28,62,0.07,0.07,0.07
8,85,33,70,0.09,0.09,0.09
9,94,23,52,0.1,0.1,0.1
5,91,28,67,0.05,0.05,0.05
10,64,36,59,0.16,0.16,0.16
11,71,29,65,0.15,0.15,0.15
5,64,33,57,0.08,0.08,0.08
1,51,29,53,0.02,0.02,0.02
12,67,34,62,0.18,0.18,0.18
1,52,31,53,0.02,0.02,0.02
10,75,35,55,0.13,0.13,0.13
5,71,36,55,0.07,0.07,0.07
6,72,25,70,0.08,0.08,0.08
5,98,25,71,0.05,0.05,0.05
7,93,27,64,0.08,0.08,0.08
5,82,29,55,0.06,0.06,0.06
9,71,35,60,0.13,0.13,0.13
12,73,32,59,0.16,0.16,0.16
7,69,39,56,0.1,0.1,0.1
10,65,37,60,0.15,0.15,0.15
9,67,35,60,0.13,0.13,0.13
7,66,35,51,0.11,0.11,0.11
7,75,35,67,0.09,0.09,0.09
5,81,31,65,0.06,0.06,0.06
7,69,32,76,0.1,0.1,0.1
6,94,24,85,0.06,0.06,0.06
8,96,19,79,0.08,0.08,0.08
7,98,24,81,0.07,0.07,0.07
6,98,26,82,0.06,0.06,0.06
8,103,28,86,0.08,0.08,0.08
8,97,27,80,0.08,0.08,0.08
8,65,39,52,0.12,0.12,0.12
10,65,41,48,0.15,0.15,0.15
13,62,41,60,0.21,0.21,0.21
13,74,40,58,0.18,0.18,0.18
5,68,29,65,0.07,0.07,0.07
7,63,29,71,0.11,0.11,0.11
10,63,41,95,0.16,0.16,0.16
6,67,36,94,0.09,0.09,0.09
6,73,29,106,0.08,0.08,0.08
5,85,27,98,0.06,0.06,0.06
5,87,36,114,0.06,0.06,0.06
5,91,34,103,0.05,0.05,0.05
8,86,35,94,0.09,0.09,0.09
7,96,32,98,0.07,0.07,0.07
6,82,41,84,0.07,0.07,0.07
8,88,36,86,0.09,0.09,0.09
9,82,39,84,0.11,0.11,0.11
7,83,34,93,0.08,0.08,0.08
8,68,34,63,0.12,0.12,0.12
7,79,38,71,0.09,0.09,0.09
6,79,34,76,0.08,0.08,0.08
5,76,36,72,0.07,0.07,0.07
4,88,32,81,0.05,0.05,0.05
5,81,40,64,0.06,0.06,0.06
3,83,44,70,0.04,0.04,0.04
6,87,39,65,0.07,0.07,0.07
4,87,33,75,0.05,0.05,0.05
6,88,40,71,0.07,0.07,0.07
8,85,39,72,0.09,0.09,0.09
8,83,39,69,0.1,0.1,0.1
11,93,42,73,0.12,0.12,0.12
7,83,34,59,0.08,0.08,0.08
11,87,37,82,0.13,0.13,0.13
10,94,32,68,0.11,0.11,0.11
7,94,37,63,0.07,0.07,0.07
8,89,39,60,0.09,0.09,0.09
10,84,30,59,0.12,0.12,0.12
8,86,33,71,0.09,0.09,0.09
10,88,40,72,0.11,0.11,0.11
8,85,38,63,0.09,0.09,0.09
10,88,39,61,0.11,0.11,0.11
9,92,32,81,0.1,0.1,0.1
9,92,25,64,0.1,0.1,0.1
11,102,29,78,0.11,0.11,0.11
8,91,30,75,0.09,0.09,0.09
7,98,29,67,0.07,0.07,0.07
7,82,29,84,0.09,0.09,0.09
7,87,33,76,0.08,0.08,0.08
9,95,35,76,0.09,0.09,0.09
8,88,30,74,0.09,0.09,0.09
5,81,30,78,0.06,0.06,0.06
6,83,23,73,0.07,0.07,0.07
5,85,23,69,0.06,0.06,0.06
7,102,31,72,0.07,0.07,0.07
7,96,32,77,0.07,0.07,0.07
5,90,24,82,0.06,0.06,0.06
5,97,33,69,0.05,0.05,0.05
5,91,33,70,0.05,0.05,0.05
4,96,32,77,0.04,0.04,0.04
7,93,31,67,0.08,0.08,0.08
5,97,29,69,0.05,0.05,0.05
4,88,32,70,0.05,0.05,0.05
6,95,28,70,0.06,0.06,0.06
4,75,25,70,0.05,0.05,0.05
7,92,28,71,0.08,0.08,0.08
4,91,29,83,0.04,0.04,0.04
5,101,26,86,0.05,0.05,0.05
5,65,25,76,0.08,0.08,0.08
10,91,27,82,0.11,0.11,0.11
5,83,25,78,0.06,0.06,0.06
6,91,23,63,0.07,0.07,0.07
3,81,22,81,0.04,0.04,0.04
7,109,22,71,0.06,0.06,0.06
8,88,20,90,0.09,0.09,0.09
7,100,23,77,0.07,0.07,0.07
5,79,24,91,0.06,0.06,0.06
6,111,21,77,0.05,0.05,0.05
7,107,22,87,0.07,0.07,0.07
6,110,21,83,0.05,0.05,0.05
13,111,24,90,0.12,0.12,0.12
9,103,10,106,0.09,0.09,0.09
9,120,13,86,0.07,0.07,0.07
8,125,11,89,0.06,0.06,0.06
6,123,12,109,0.05,0.05,0.05
6,118,10,105,0.05,0.05,0.05
5,78,5,97,0.06,0.06,0.06
6,97,6,79,0.06,0.06,0.06
6,97,10,80,0.06,0.06,0.06
7,92,16,74,0.08,0.08,0.08
7,85,19,75,0.08,0.08,0.08
7,101,15,88,0.07,0.07,0.07
6,109,17,80,0.06,0.06,0.06
4,96,17,85,0.04,0.04,0.04
6,93,17,72,0.06,0.06,0.06
4,101,24,80,0.04,0.04,0.04
5,94,21,75,0.05,0.05,0.05
4,99,18,75,0.04,0.04,0.04
3,106,14,82,0.03,0.03,0.03
6,113,16,85,0.05,0.05,0.05
4,100,24,78,0.04,0.04,0.04
6,108,18,80,0.06,0.06,0.06
5,104,17,71,0.05,0.05,0.05
3,103,17,74,0.03,0.03,0.03
4,93,16,81,0.04,0.04,0.04
5,109,19,73,0.05,0.05,0.05
6,107,20,85,0.06,0.06,0.06
5,105,19,86,0.05,0.05,0.05
4,92,13,77,0.04,0.04,0.04
4,109,15,82,0.04,0.04,0.04
3,109,16,71,0.03,0.03,0.03
2,104,15,83,0.02,0.02,0.02
3,110,20,83,0.03,0.03,0.03
7,102,17,76,0.07,0.07,0.07
5,110,21,76,0.05,0.05,0.05
6,110,19,84,0.05,0.05,0.05
6,106,21,81,0.06,0.06,0.06
6,106,18,83,0.06,0.06,0.06
8,100,16,80,0.08,0.08,0.08
7,102,19,81,0.07,0.07,0.07
7,98,17,78,0.07,0.07,0.07
7,102,16,84,0.07,0.07,0.07
8,100,19,84,0.08,0.08,0.08
7,99,21,69,0.07,0.07,0.07
3,101,19,84,0.03,0.03,0.03
3,97,25,71,0.03,0.03,0.03
6,98,20,74,0.06,0.06,0.06
3,89,19,76,0.03,0.03,0.03
3,100,24,76,0.03,0.03,0.03
6,91,21,64,0.07,0.07,0.07
5,96,22,70,0.05,0.05,0.05
3,94,22,65,0.03,0.03,0.03
4,93,24,65,0.04,0.04,0.04
4,96,21,64,0.04,0.04,0.04
5,98,27,70,0.05,0.05,0.05
5,97,18,72,0.05,0.05,0.05
6,92,26,71,0.07,0.07,0.07
6,92,28,68,0.07,0.07,0.07
7,98,25,71,0.07,0.07,0.07
4,104,20,78,0.04,0.04,0.04
3,103,21,73,0.03,0.03,0.03
3,99,17,83,0.03,0.03,0.03
3,103,21,69,0.03,0.03,0.03
5,102,17,78,0.05,0.05,0.05
7,103,18,63,0.07,0.07,0.07
4,94,20,79,0.04,0.04,0.04
5,85,22,62,0.06,0.06,0.06
4,95,29,65,0.04,0.04,0.04
7,90,27,63,0.08,0.08,0.08
7,79,24,67,0.09,0.09,0.09
5,89,21,68,0.06,0.06,0.06
7,85,23,64,0.08,0.08,0.08
5,87,28,66,0.06,0.06,0.06
5,86,29,65,0.06,0.06,0.06
10,86,23,64,0.12,0.12,0.12
6,85,17,75,0.07,0.07,0.07
8,86,30,69,0.09,0.09,0.09
5,84,29,73,0.06,0.06,0.06
8,80,26,65,0.1,0.1,0.1
5,86,19,71,0.06,0.06,0.06
7,90,19,81,0.08,0.08,0.08
5,92,21,69,0.05,0.05,0.05
5,86,22,69,0.06,0.06,0.06
4,87,21,79,0.05,0.05,0.05
6,87,21,74,0.07,0.07,0.07
5,92,20,85,0.05,0.05,0.05
6,97,22,67,0.06,0.06,0.06
6,95,17,71,0.06,0.06,0.06
8,88,22,66,0.09,0.09,0.09
5,93,22,68,0.05,0.05,0.05
8,98,23,74,0.08,0.08,0.08
4,98,22,66,0.04,0.04,0.04
2,94,24,68,0.02,0.02,0.02
4,84,18,73,0.05,0.05,0.05
5,102,21,72,0.05,0.05,0.05
4,93,17,81,0.04,0.04,0.04
5,103,21,77,0.05,0.05,0.05
6,99,22,76,0.06,0.06,0.06
4,98,21,77,0.04,0.04,0.04
4,97,14,75,0.04,0.04,0.04
3,106,22,82,0.03,0.03,0.03
4,105,19,72,0.04,0.04,0.04
4,102,22,72,0.04,0.04,0.04
3,94,13,75,0.03,0.03,0.03
3,98,21,76,0.03,0.03,0.03
4,104,19,73,0.04,0.04,0.04
5,103,26,76,0.05,0.05,0.05
4,102,22,74,0.04,0.04,0.04
4,97,20,65,0.04,0.04,0.04
5,101,19,72,0.05,0.05,0.05
3,104,23,68,0.03,0.03,0.03
6,102,24,67,0.06,0.06,0.06
7,93,28,54,0.08,0.08,0.08
5,95,27,56,0.05,0.05,0.05
3,88,32,58,0.03,0.03,0.03
6,85,28,64,0.07,0.07,0.07
7,94,25,64,0.07,0.07,0.07
4,81,27,68,0.05,0.05,0.05
8,87,31,69,0.09,0.09,0.09
6,87,27,66,0.07,0.07,0.07
7,102,22,69,0.07,0.07,0.07
6,99,23,75,0.06,0.06,0.06
7,97,23,72,0.07,0.07,0.07
8,105,27,69,0.08,0.08,0.08
7,95,21,60,0.07,0.07,0.07
7,96,20,69,0.07,0.07,0.07
5,108,21,70,0.05,0.05,0.05
5,100,17,79,0.05,0.05,0.05
4,91,21,73,0.04,0.04,0.04
6,97,21,79,0.06,0.06,0.06
9,94,17,78,0.1,0.1,0.1
3,105,21,81,0.03,0.03,0.03
2,104,16,79,0.02,0.02,0.02
4,107,21,73,0.04,0.04,0.04
6,110,21,70,0.05,0.05,0.05
8,101,19,71,0.08,0.08,0.08
7,109,24,62,0.06,0.06,0.06
8,109,18,76,0.07,0.07,0.07
8,100,17,71,0.08,0.08,0.08
6,97,17,67,0.06,0.06,0.06
4,106,17,70,0.04,0.04,0.04
7,103,19,75,0.07,0.07,0.07
5,95,25,63,0.05,0.05,0.05
7,90,21,70,0.08,0.08,0.08
5,93,24,61,0.05,0.05,0.05
8,94,20,66,0.09,0.09,0.09
7,90,20,63,0.08,0.08,0.08
8,91,27,62,0.09,0.09,0.09
7,94,22,68,0.07,0.07,0.07
10,90,28,64,0.11,0.11,0.11
5,81,24,56,0.06,0.06,0.06
4,86,22,56,0.05,0.05,0.05
4,82,25,53,0.05,0.05,0.05
6,82,22,70,0.07,0.07,0.07
5,80,26,65,0.06,0.06,0.06
6,83,25,63,0.07,0.07,0.07
5,80,25,65,0.06,0.06,0.06
6,88,21,56,0.07,0.07,0.07
6,89,25,60,0.07,0.07,0.07
5,83,26,57,0.06,0.06,0.06
7,89,21,59,0.08,0.08,0.08
7,89,23,65,0.08,0.08,0.08
7,88,24,63,0.08,0.08,0.08
5,80,25,60,0.06,0.06,0.06
8,80,23,71,0.1,0.1,0.1
4,83,22,71,0.05,0.05,0.05
7,87,25,68,0.08,0.08,0.08
7,86,25,61,0.08,0.08,0.08
8,91,27,53,0.09,0.09,0.09
6,107,24,80,0.06,0.06,0.06
4,115,17,74,0.03,0.03,0.03
4,112,16,72,0.04,0.04,0.04
5,113,14,72,0.04,0.04,0.04
4,110,17,77,0.04,0.04,0.04
5,112,17,76,0.04,0.04,0.04
7,87,25,63,0.08,0.08,0.08
7,95,19,66,0.07,0.07,0.07
7,94,22,67,0.07,0.07,0.07
8,87,24,73,0.09,0.09,0.09
7,103,26,72,0.07,0.07,0.07
8,89,21,69,0.09,0.09,0.09
7,91,23,73,0.08,0.08,0.08
6,87,24,65,0.07,0.07,0.07
7,89,20,60,0.08,0.08,0.08
6,91,27,57,0.07,0.07,0.07
7,88,25,72,0.08,0.08,0.08
6,91,30,63,0.07,0.07,0.07
7,81,23,61,0.09,0.09,0.09
7,82,22,63,0.09,0.09,0.09
5,78,23,70,0.06,0.06,0.06
8,88,24,67,0.09,0.09,0.09
7,94,24,57,0.07,0.07,0.07
9,88,24,67,0.1,0.1,0.1
7,91,25,55,0.08,0.08,0.08
5,79,20,62,0.06,0.06,0.06
6,87,26,60,0.07,0.07,0.07
9,81,22,54,0.11,0.11,0.11
7,77,26,55,0.09,0.09,0.09
8,85,24,60,0.09,0.09,0.09
7,82,25,56,0.09,0.09,0.09
7,84,23,59,0.08,0.08,0.08
8,92,19,51,0.09,0.09,0.09
6,75,18,60,0.08,0.08,0.08
6,78,21,52,0.08,0.08,0.08
7,76,22,62,0.09,0.09,0.09
8,79,24,54,0.1,0.1,0.1
5,83,24,58,0.06,0.06,0.06
3,80,21,57,0.04,0.04,0.04
5,81,23,55,0.06,0.06,0.06
7,78,19,51,0.09,0.09,0.09
7,79,21,50,0.09,0.09,0.09
5,78,20,53,0.06,0.06,0.06
6,86,20,55,0.07,0.07,0.07
5,92,20,55,0.05,0.05,0.05
6,86,21,55,0.07,0.07,0.07
7,85,21,59,0.08,0.08,0.08
8,79,27,57,0.1,0.1,0.1
6,82,24,69,0.07,0.07,0.07
2,86,16,55,0.02,0.02,0.02
3,81,18,59,0.04,0.04,0.04
3,89,19,62,0.03,0.03,0.03
3,92,18,54,0.03,0.03,0.03
6,96,19,64,0.06,0.06,0.06
8,75,24,49,0.11,0.11,0.11
5,79,24,61,0.06,0.06,0.06
3,74,28,51,0.04,0.04,0.04
6,70,27,53,0.09,0.09,0.09
6,64,32,48,0.09,0.09,0.09
7,70,29,53,0.1,0.1,0.1
7,70,25,58,0.1,0.1,0.1
6,67,29,65,0.09,0.09,0.09
5,76,32,53,0.07,0.07,0.07
7,75,24,58,0.09,0.09,0.09
10,79,19,57,0.13,0.13,0.13
5,80,20,63,0.06,0.06,0.06
7,86,25,57,0.08,0.08,0.08
7,72,20,69,0.1,0.1,0.1
6,78,25,69,0.08,0.08,0.08
8,74,23,57,0.11,0.11,0.11
8,83,30,68,0.1,0.1,0.1
7,83,30,71,0.08,0.08,0.08
8,89,29,62,0.09,0.09,0.09
8,78,31,63,0.1,0.1,0.1
7,83,27,71,0.08,0.08,0.08
10,83,28,59,0.12,0.12,0.12
10,86,29,67,0.12,0.12,0.12
7,76,30,73,0.09,0.09,0.09
7,74,28,67,0.09,0.09,0.09
5,68,29,60,0.07,0.07,0.07
9,73,34,59,0.12,0.12,0.12
10,73,29,59,0.14,0.14,0.14
8,72,26,62,0.11,0.11,0.11
9,66,33,66,0.14,0.14,0.14
12,82,33,67,0.15,0.15,0.15
8,76,33,72,0.11,0.11,0.11
7,76,30,60,0.09,0.09,0.09
8,87,30,69,0.09,0.09,0.09
13,79,27,72,0.16,0.16,0.16
8,64,32,71,0.12,0.12,0.12
12,74,32,57,0.16,0.16,0.16
12,78,36,65,0.15,0.15,0.15
15,76,38,62,0.2,0.2,0.2
9,83,34,69,0.11,0.11,0.11
8,75,35,63,0.11,0.11,0.11
10,75,33,72,0.13,0.13,0.13
11,72,31,74,0.15,0.15,0.15
13,75,31,59,0.17,0.17,0.17
11,78,31,76,0.14,0.14,0.14
15,83,35,72,0.18,0.18,0.18
8,91,28,73,0.09,0.09,0.09
4,87,26,75,0.05,0.05,0.05
4,90,27,72,0.04,0.04,0.04
4,93,28,73,0.04,0.04,0.04
5,86,28,69,0.06,0.06,0.06
4,90,29,67,0.04,0.04,0.04
10,79,31,59,0.13,0.13,0.13
6,88,31,70,0.07,0.07,0.07
5,85,28,66,0.06,0.06,0.06
8,87,31,69,0.09,0.09,0.09
5,80,33,75,0.06,0.06,0.06
9,82,30,70,0.11,0.11,0.11
11,78,33,63,0.14,0.14,0.14
9,81,31,69,0.11,0.11,0.11
9,76,29,69,0.12,0.12,0.12
9,86,27,62,0.1,0.1,0.1
6,100,24,72,0.06,0.06,0.06
2,107,23,72,0.02,0.02,0.02
7,105,25,76,0.07,0.07,0.07
5,100,22,78,0.05,0.05,0.05
5,105,22,77,0.05,0.05,0.05
4,100,21,79,0.04,0.04,0.04
2,99,27,84,0.02,0.02,0.02
4,96,21,78,0.04,0.04,0.04
7,88,28,67,0.08,0.08,0.08
3,83,31,68,0.04,0.04,0.04
7,86,30,77,0.08,0.08,0.08
7,90,28,68,0.08,0.08,0.08
12,81,33,77,0.15,0.15,0.15
8,87,30,81,0.09,0.09,0.09
7,90,31,76,0.08,0.08,0.08
5,87,27,75,0.06,0.06,0.06
10,88,29,74,0.11,0.11,0.11
9,91,27,65,0.1,0.1,0.1
9,79,35,67,0.11,0.11,0.11
41,19,88,38,2.16,2.16,2.16
40,18,88,42,2.22,2.22,2.22
46,19,88,35,2.42,2.42,2.42
45,20,91,40,2.25,2.25,2.25
47,22,96,40,2.14,2.14,2.14
44,21,95,38,2.1,2.1,2.1
56,25,100,45,2.24,2.24,2.24
55,20,107,42,2.75,2.75,2.75
56,25,106,48,2.24,2.24,2.24
58,19,107,50,3.05,3.05,3.05
49,22,107,44,2.23,2.23,2.23
50,23,96,45,2.17,2.17,2.17
50,21,99,46,2.38,2.38,2.38
52,28,99,49,1.86,1.86,1.86
56,23,107,50,2.43,2.43,2.43
52,29,100,52,1.79,1.79,1.79
24,42,71,59,0.57,0.57,0.57
26,55,48,56,0.47,0.47,0.47
23,60,49,63,0.38,0.38,0.38
20,55,46,64,0.36,0.36,0.36
21,58,50,70,0.36,0.36,0.36
41,30,94,44,1.37,1.37,1.37
52,23,87,41,2.26,2.26,2.26
49,17,99,41,2.88,2.88,2.88
54,22,101,45,2.45,2.45,2.45
55,22,103,44,2.5,2.5,2.5
54,25,100,44,2.16,2.16,2.16
52,26,102,36,2.0,2.0,2.0
56,24,102,41,2.33,2.33,2.33
51,25,98,45,2.04,2.04,2.04
52,24,109,47,2.17,2.17,2.17
55,23,100,50,2.39,2.39,2.39
55,26,103,49,2.12,2.12,2.12
51,24,102,46,2.12,2.12,2.12
55,28,107,48,1.96,1.96,1.96
57,20,105,47,2.85,2.85,2.85
56,15,114,47,3.73,3.73,3.73
62,19,101,48,3.26,3.26,3.26
59,24,112,41,2.46,2.46,2.46
50,26,102,43,1.92,1.92,1.92
51,23,102,46,2.22,2.22,2.22
50,29,96,47,1.72,1.72,1.72
51,21,91,54,2.43,2.43,2.43
29,43,77,51,0.67,0.67,0.67
3,75,25,64,0.04,0.04,0.04
6,86,15,66,0.07,0.07,0.07
7,86,21,66,0.08,0.08,0.08
2,90,22,69,0.02,0.02,0.02
4,84,23,74,0.05,0.05,0.05
6,101,22,71,0.06,0.06,0.06
8,99,28,76,0.08,0.08,0.08
11,86,24,82,0.13,0.13,0.13
9,97,33,79,0.09,0.09,0.09
5,100,31,82,0.05,0.05,0.05
9,95,32,84,0.09,0.09,0.09
9,98,29,89,0.09,0.09,0.09
7,99,30,95,0.07,0.07,0.07
10,93,30,88,0.11,0.11,0.11
9,101,31,85,0.09,0.09,0.09
10,99,29,73,0.1,0.1,0.1
12,101,29,76,0.12,0.12,0.12
6,101,33,81,0.06,0.06,0.06
5,96,34,79,0.05,0.05,0.05
7,100,31,92,0.07,0.07,0.07
5,107,35,83,0.05,0.05,0.05
6,113,25,106,0.05,0.05,0.05
4,119,24,100,0.03,0.03,0.03
3,119,24,104,0.03,0.03,0.03
3,128,24,88,0.02,0.02,0.02
2,133,22,105,0.02,0.02,0.02
4,124,21,95,0.03,0.03,0.03
5,121,28,85,0.04,0.04,0.04
6,117,22,102,0.05,0.05,0.05
6,129,23,94,0.05,0.05,0.05
8,110,27,91,0.07,0.07,0.07
14,102,29,79,0.14,0.14,0.14
8,100,29,77,0.08,0.08,0.08
9,100,29,76,0.09,0.09,0.09
11,109,32,75,0.1,0.1,0.1
13,105,29,93,0.12,0.12,0.12
10,113,37,74,0.09,0.09,0.09
4,103,33,87,0.04,0.04,0.04
10,87,31,80,0.11,0.11,0.11
14,89,31,83,0.16,0.16,0.16
18,88,39,94,0.2,0.2,0.2
16,92,34,84,0.17,0.17,0.17
15,88,34,90,0.17,0.17,0.17
13,90,32,83,0.14,0.14,0.14
17,82,34,72,0.21,0.21,0.21
13,77,38,96,0.17,0.17,0.17
10,86,33,86,0.12,0.12,0.12
18,89,36,85,0.2,0.2,0.2
16,86,37,84,0.19,0.19,0.19
11,82,37,82,0.13,0.13,0.13
7,88,27,83,0.08,0.08,0.08
9,82,26,90,0.11,0.11,0.11
7,97,24,77,0.07,0.07,0.07
6,96,30,87,0.06,0.06,0.06
6,85,26,90,0.07,0.07,0.07
9,100,28,81,0.09,0.09,0.09
15,70,38,60,0.21,0.21,0.21
20,61,49,65,0.33,0.33,0.33
15,59,44,45,0.25,0.25,0.25
22,57,44,61,0.39,0.39,0.39
12,75,40,61,0.16,0.16,0.16
20,68,39,68,0.29,0.29,0.29
19,76,39,77,0.25,0.25,0.25
21,81,40,66,0.26,0.26,0.26
17,72,42,74,0.24,0.24,0.24
18,73,36,73,0.25,0.25,0.25
16,77,40,70,0.21,0.21,0.21
17,73,36,66,0.23,0.23,0.23
39,42,69,58,0.93,0.93,0.93
